Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
hugo vallee-pouliot,312 reviews,CA,"Mar 8, 2022","Good purchaseReally quick shipping.Nice fabric on the bibs, and the fit is accurate.RecommendDate of experience: March 08, 2022",5,0.48,0.5
Cliente,1 review,PT,"Updated Mar 7, 2022","Nice fit and qualityNice fit and quality. Fast deliveryDate of experience: March 07, 2022",5,0.4,0.6
Gilly,1 review,NL,"Updated Mar 2, 2022","Val CenisRight now i'm in Val Cenis, France. Very happy with my order. Everything went fine (the delivery to Holland).Date of experience: March 02, 2022",5,0.71,0.75
Bruce Cunningham,1 review,GB,"Mar 2, 2022","Arrived quickly to the UK and good…Arrived quickly to the UK and good quality at a fair priceDate of experience: March 02, 2022",5,0.52,0.62
Peter Ninnemann,3 reviews,US,"Feb 21, 2022","I’m very happy with my orderI’m very happy with my order! First time buying gear from SIROKO. Very high quality material. Shipping was very fast. Less then a week all the way to the States, and I was updated several times on its way.Date of experience: February 21, 2022",5,0.36,0.55
João O. ,773 reviews,PT,"Feb 14, 2022","Almost goodThese goggles have an amazing lens but that is completely overshadowed by the fact that the lens exchange system is so bad. I've only used them 1 week and changed the lens a few times and the plastic that connects it to the frame is already tearingDate of experience: February 14, 2022",3,-0.04,0.61
Brent Dawson,698 reviews,US,"Feb 11, 2022","This brand of cycling clothing has by…This brand of cycling clothing has by far been the most comfortable, and durable I have ever used. I recommend them to anyone looking to purchase cycling clothing.Date of experience: February 11, 2022",5,0.33,0.77
Nick B,27K reviews,BE,"Feb 6, 2022","Great quality for the price!Ordered long winter bibs (srx line) and winter vest. Placed my order at around 14h and received them the day after. Tested them yesterday riding around 2 degrees celsius. Really happy about the quality compared to the price. Will order more in the near future for sure. Sizing in my case equal to my size in Bioracer and Castelli (1m84 and 72kg - M).Date of experience: February 06, 2022",5,0.33,0.54
Niall Hanley,2 reviews,IE,"Jan 14, 2022","I would give this shopping experience 0⭐️I would give this shopping experience 0 stars if I could. Ordered a jacket 5 weeks ago and still hasn’t arrived. Looks like it just sits in the docks for 2 weeks at a time before it can reach its destination. You’d get an order quicker off Alibaba which takes half a calendar year. Nice clothes but applying serviceDate of experience: January 14, 2022",1,0.22,0.58
Alin,1 review,IE,"Jan 11, 2022","I order a top and hat ..very fast…I order a top and hat ..very fast delivery  very happy  whit product..thanksDate of experience: January 11, 2022",5,0.55,0.65
Erika,14 reviews,DK,"Jan 11, 2022","Terrible behaviourI bought a pair of goggles and chose express delivery. They promised delevery within 2-48 hours. Final. No commentes about working days og hours. I received a text with the exact date - that was the same day as the ""standard"" delevery. That was too late for me because  needed the goggles for my vacation. I send an e-mail right away but didn't received an answer. When they was delevered the guy from DHL told the company SIROKO had specified the package wrong in the system and therefore the goggles was receved too late. Nothing about excuses as ""working hours"" or ""working days"". I send another e-mail to SIROKO and was told that my package was delevered in the right time. I have tried many times to explaine my case - I was NOT given the product I payed for. They will not pay me back and stand up for their mistake. I will never buy another thing from their company. Terrible costumer service.Date of experience: January 11, 2022",1,-0.14,0.54
ken woo,4 reviews,SG,"Dec 27, 2021","In my many years of purchasing cycling…In my many years of purchasing cycling stuffs from various online shops all over the world I have never come across one that ask for ID or passport for clarification over genuinely as the person that place the order, now they sounds more like the scammer than I am.Date of experience: December 27, 2021",1,0.38,0.5
Customer,1 review,GB,"Dec 12, 2021","STOP SENDING ME TEXT MESSAGESDate of experience: December 12, 2021",1,0.0,0.0
Viktoria,2 reviews,DK,"Updated Jul 29, 2024","The glasses were NOT photochromicThe glasses were NOT photochromic, even as though they were depicted as such.NO WAY TO UNSUBSCRIBE. Keeps spamming with texts and email. Not even an option to unsubscribe if you google it.Date of experience: December 12, 2021",1,0.0,0.0
Emma Brown,1 review,AU,"Nov 26, 2021","Flimsy sunglass frames that break easilyI bought a pair of the sunglasses, I really liked them and then they just disintegrated the frame snapped, I contacted them and they replaced them, I thought that was great service, and then the next pair broke again, in the same way, the frames are just really flimsy and break easily, when I contacted them again they accused me of making it up. I finally got another pair as I had to take photos with the date to prove I wasn't lying, but I never wear them as I know they'll just break again. I think they can be potentially dangerous if they break while your riding.Date of experience: November 26, 2021",1,0.18,0.58
Francis Wong,1 review,AU,"Nov 25, 2021","Spams you with text messagesSpams you with text messages. There is no way to stop the texts.Date of experience: November 25, 2021",1,0.0,0.0
Gully Foyle,3 reviews,US,"Nov 22, 2021","Sizing all wrong; return cost prohibitivePositive: Quick shipping, nice looking, not TOO expensive.Cons: If you are not in Spain, do NOT order. The sizing is WAY off and returning the item to Spain via International Shipping will cost more than the item itself. The return process will take you several hours as well. I gave up and will just keep the way too large garment. Your mileage may vary.Date of experience: November 22, 2021",1,0.16,0.48
Stavros,1 review,GR,"Nov 17, 2021","Poor qualityI bought one jersey for 49 euro during summer (end of July 2021).Sizing is ok for me, but the fit really sucks especially on the top of the shoulders.. it's like the fabric can't fit my body at all and pops out on the shoulders...The fabric is worn in several places, although I take real care on washing. And this happened during the first month.The zipper is damaged without any obvious reason. But the worst thing (which I never had with any of other brand jerseys) is that when I sweat, I can really see all of the white ""salts"" appearing everywhere on the fabric and especially on the arms.So stay away.The only ""good"" thing is that the delivery was really fast and arrived in 2 days.Date of experience: November 17, 2021",1,0.08,0.51
John,1 review,GB,"Updated Nov 5, 2021","Bad sizing info and awful returns policyAs a UK buyer, I fell foul of the same issue previous reviewers have, in the prohibitive cost of return and incorrect sizing.I bought a Medium cycling jacket based on the sizing info listed on the website but when it arrived, it was so small the two sides of the zip wouldn't even meet to do up! I contacted Siroko to exchange the item, hoping it would be nice and easy to return the jacket and get a new one sent (given that is was their fault the jacket didn't fit), however I got a largely copy and paste response saying I would bear all return postage and customs fees to return it to Spain. It's pretty much pointless sending it back in that case, as the cost to do so would be nearly as much as the jacket cost.It's a shame, as the jacket looks smart and seemed pretty good quality, so I would have bought much more kit from them in future but now I won't take the chance, mainly due to the very poor after sales service but also in case anything else is mis-sized.Date of experience: November 05, 2021",1,0.04,0.53
Phiery,12 reviews,AU,"Oct 23, 2021","I bought 2 jerseys and some sunglasses.I bought 2 jerseys and some sunglasses.First ride with one of the jerseys the material frayed badly.Customer support refused to deal with the matter under warranty.The quality of the product is appalling, the customer support even worse.Absolute disgrace.I live in Australia, and it is evident that Siroko have taken advantage of that fact.Date of experience: October 23, 2021",1,0.01,0.55
Mark Bilfield,1 review,US,"Aug 18, 2021","Good jersey, bad customer service, took too longJust received my two Siroko biking jerseys. While the jerseys are very nice, their sizing is way off. I am 5""10 and weigh 155. I usually wear a medium in all regular shirts and sometimes a large in the biking jerseys. I ordered XL based on the spec/description on their website and I can just about Squeeze into the jersey looking like a stuffed sausage. As well, I contacted Siroko two times and never received any correspondence or reply.  Their were no updates on their shipment tracking until the last day during the 14 day wait to receive the product. So all in all, not sure if I would order or not.Date of experience: August 18, 2021",3,0.06,0.5
David Smith,1 review,US,"Aug 13, 2021","Horrible customer serviceHorrible customer service!  Bought a pair of sunglasses that have a defective in the lens where your sight jumps at the same point Iin each lens.  When contacting Siroko they refuse to replace/refund since the glasses don't show physical damage that can be seen in a photoDate of experience: August 13, 2021",1,-0.33,0.42
Amir,1 review,NL,"Aug 11, 2021","Awful customer service!Awful customer service!We order a cycling sunglass and when received it we found that it has some problems. We contacted customer service and received no response! Consider that returning the good to Spain is costly while because it is defective you should not pay for that!I don't recommend buying from this website because of their poor customer service and return policies!Date of experience: August 11, 2021",1,-0.23,0.73
